transaction_id,amount,country,device,timestamp,time_since_last,is_fraud
300,55.54,NL,ATM,2024-01-01 04:51:50.258024,5.352662,0
301,14.86,US,POS,2024-01-01 04:51:53.441930,3.183906,0
302,236.0,FR,Web,2024-01-01 04:52:38.916466,45.474536,0
303,19.98,ES,Web,2024-01-01 04:53:25.591093,46.674627,0
304,17.99,IT,Mobile,2024-01-01 04:54:26.463340,60.872247,0
305,8.54,ES,ATM,2024-01-01 04:55:44.160974,77.697634,0
306,48.32,IT,Mobile,2024-01-01 04:59:27.574395,223.413421,0
307,25.57,ES,Mobile,2024-01-01 05:00:11.151862,43.577467,0
308,108.01,NL,ATM,2024-01-01 05:00:34.553045,23.401183,0
309,29.4,FR,POS,2024-01-01 05:02:09.692284,95.139239,0
310,102.06,DE,Web,2024-01-01 05:02:28.643372,18.951088,0
311,17.45,PL,POS,2024-01-01 05:03:03.322378,34.679006,0
312,20.91,ES,ATM,2024-01-01 05:03:08.224688,4.90231,0
313,131.26,US,ATM,2024-01-01 05:03:09.765345,1.540657,0
314,37.1,IT,Mobile,2024-01-01 05:06:27.008140,197.242795,0
315,9.48,FR,POS,2024-01-01 05:08:15.474199,108.466059,0
316,260.37,PL,Web,2024-01-01 05:09:26.912763,71.438564,0
317,15.62,DE,ATM,2024-01-01 05:09:58.464342,31.551579,0
318,13.02,IT,POS,2024-01-01 05:10:09.882734,11.418392,0
319,35.5,IT,POS,2024-01-01 05:10:20.089978,10.207244,0
320,8.04,PL,Web,2024-01-01 05:10:37.370337,17.280359,0
321,13.53,FR,Mobile,2024-01-01 05:11:25.177776,47.807439,0
322,149.9,US,Web,2024-01-01 05:12:40.408733,75.230957,0
323,15.05,NL,Web,2024-01-01 05:13:45.172154,64.763421,0
324,9.45,NL,ATM,2024-01-01 05:14:04.876890,19.704736,0
325,169.59,NL,Mobile,2024-01-01 05:17:10.763100,185.88621,0
326,46.93,PL,POS,2024-01-01 05:18:31.104144,80.341044,0
327,13.68,FR,Mobile,2024-01-01 05:19:19.597973,48.493829,0
328,69.69,IT,Web,2024-01-01 05:20:16.359801,56.761828,0
329,3.39,US,POS,2024-01-01 05:20:49.002073,32.642272,0
330,44.6,FR,POS,2024-01-01 05:21:06.081751,17.079678,0
331,71.39,NL,Web,2024-01-01 05:21:32.482599,26.400848,0
332,251.95,US,Web,2024-01-01 05:22:57.573510,85.090911,0
333,31.62,ES,ATM,2024-01-01 05:22:58.443395,0.869885,0
334,115.87,FR,ATM,2024-01-01 05:23:05.846219,7.402824,0
335,11.39,ES,ATM,2024-01-01 05:23:08.671882,2.825663,0
336,45.47,CN,ATM,2024-01-01 05:23:11.166769,2.494887,0
337,20.2,NL,ATM,2024-01-01 05:25:07.218951,116.052182,0
338,54.26,FR,Mobile,2024-01-01 05:26:20.193388,72.974437,0
339,43.2,FR,POS,2024-01-01 05:26:58.760464,38.567076,0
340,312.11,ES,POS,2024-01-01 05:27:04.937879,6.177415,0
341,199.59,DE,ATM,2024-01-01 05:27:45.528957,40.591078,0
342,69.82,US,Mobile,2024-01-01 05:28:24.015977,38.48702,0
343,15.54,ES,Web,2024-01-01 05:28:35.427660,11.411683,0
344,65.13,NL,Mobile,2024-01-01 05:29:09.561608,34.133948,0
345,125.65,ES,POS,2024-01-01 05:29:40.061805,30.500197,0
346,3.1,PL,ATM,2024-01-01 05:30:37.465151,57.403346,0
347,45.54,DE,Web,2024-01-01 05:31:37.952023,60.486872,0
348,3.49,NL,ATM,2024-01-01 05:31:40.733762,2.781739,0
349,22.37,PL,ATM,2024-01-01 05:32:08.896802,28.16304,0
350,7.73,US,Web,2024-01-01 05:33:07.884302,58.9875,0
351,258.68,FR,ATM,2024-01-01 05:33:49.850669,41.966367,0
352,14.79,FR,POS,2024-01-01 05:35:46.331636,116.480967,0
353,13.01,CN,ATM,2024-01-01 05:36:50.830122,64.498486,0
354,286.2,DE,ATM,2024-01-01 05:37:01.501294,10.671172,0
355,58.05,PL,Mobile,2024-01-01 05:37:05.892240,4.390946,0
356,113.5,NL,Mobile,2024-01-01 05:38:07.595889,61.703649,0
357,31.72,CN,POS,2024-01-01 05:38:09.208033,1.612144,0
358,60.89,NL,Mobile,2024-01-01 05:39:02.088876,52.880843,0
359,0.55,FR,ATM,2024-01-01 05:41:51.124203,169.035327,0
360,42.05,CN,Mobile,2024-01-01 05:42:42.531150,51.406947,0
361,64.79,ES,ATM,2024-01-01 05:43:12.009192,29.478042,0
362,57.79,ES,ATM,2024-01-01 05:44:13.858821,61.849629,0
363,41.65,US,POS,2024-01-01 05:44:50.636179,36.777358,0
364,124.06,US,ATM,2024-01-01 05:45:37.965041,47.328862,0
365,55.71,NL,Mobile,2024-01-01 05:48:28.252670,170.287629,0
366,80.87,DE,POS,2024-01-01 05:48:57.528322,29.275652,0
367,16.33,CN,ATM,2024-01-01 05:52:12.473834,194.945512,0
368,158.15,DE,ATM,2024-01-01 05:54:33.928405,141.454571,0
369,36.06,CN,POS,2024-01-01 05:54:47.002181,13.073776,0
370,52.64,US,POS,2024-01-01 05:54:51.315230,4.313049,0
371,34.73,CN,Web,2024-01-01 05:54:57.688750,6.37352,0
372,177.98,PL,ATM,2024-01-01 05:54:58.792143,1.103393,0
373,184.8,CN,POS,2024-01-01 05:55:04.744444,5.952301,0
374,20.32,FR,ATM,2024-01-01 05:56:13.676936,68.932492,0
375,111.78,US,ATM,2024-01-01 05:56:18.107914,4.430978,0
376,8.69,CN,Mobile,2024-01-01 05:56:41.157345,23.049431,0
377,2.42,IT,Mobile,2024-01-01 05:58:32.968907,111.811562,0
378,144.92,PL,ATM,2024-01-01 05:58:34.381727,1.41282,1
379,11.25,CN,ATM,2024-01-01 06:00:15.453557,101.07183,0
380,13.45,DE,POS,2024-01-01 06:00:35.318565,19.865008,0
381,74.63,US,Mobile,2024-01-01 06:00:42.863572,7.545007,0
382,135.76,PL,Web,2024-01-01 06:01:54.452897,71.589325,0
383,16.82,IT,POS,2024-01-01 06:02:53.936848,59.483951,0
384,9.7,ES,POS,2024-01-01 06:04:59.901797,125.964949,0
385,6.44,FR,Mobile,2024-01-01 06:06:19.599412,79.697615,0
386,2.01,ES,Mobile,2024-01-01 06:07:57.219160,97.619748,0
387,9.91,CN,Web,2024-01-01 06:08:17.099192,19.880032,0
388,228.75,CN,POS,2024-01-01 06:08:28.819190,11.719998,0
389,8.01,DE,Web,2024-01-01 06:09:52.144574,83.325384,0
390,72.82,ES,POS,2024-01-01 06:11:30.797125,98.652551,0
391,203.03,NL,Mobile,2024-01-01 06:16:10.217418,279.420293,0
